,uid,iid,ts
135,1105,74,2.238800990449302
136,1602,1203,-0.3867037728538913
137,391,2850,-0.2472242330726292
138,1656,1634,0.060539018359596394
139,732,735,1.7689242876243951
140,251,3391,-1.0760324830950205
141,1607,347,0.7380657079792782
142,2472,3741,0.9815643552075646
143,1564,1096,-0.3763633101840292
144,43,1305,-2.5971499622403544
145,1841,3504,0.905466769424833
146,252,774,0.8592160744229842
147,205,2105,1.15906377858406
148,2318,2075,0.2850051351573157
149,83,2028,0.021286213132756825
150,1300,3068,-0.9599332669753179
151,872,1992,-0.587802406086547
152,1032,1445,-0.1989410231636011
153,2085,1116,0.07803740534123373
154,412,1839,-0.12270833527601853
155,2026,1423,0.36421866049727963
156,1278,3367,0.4998106136316708
157,242,1632,1.6845453496222738
158,1708,3103,-0.08260609532565134
159,103,2466,-0.10988656911023818
160,842,1958,1.654111408627431
161,1091,1119,-0.46615959370296245
162,1251,3096,0.42044812833741735
163,920,15,-1.3823787471669315
164,1581,3673,-0.6872954465382813
165,143,2852,-0.2513748843206576
166,1865,1494,-1.9221318131003207
167,885,184,-0.49746602047331395
168,1145,3640,-0.26215789719379473
169,22,807,1.5302562321023787
170,108,418,0.15045182255999878
171,2218,1038,-0.31003457924622296
172,774,67,0.48897587617354316
173,1195,1561,1.2333953260194115
174,774,2314,2.5355827652808074
175,2177,1649,-1.3224297506715947
176,87,2185,-0.6839583381047502
177,2448,223,1.3201777948456868
178,2288,845,0.594132089568015
179,1265,1756,0.8640169148121664
180,595,502,-0.31248528279007537
181,1771,1314,-0.29267689269182534
182,2098,422,0.19071292944191304
183,2126,1646,-0.02457692381533541
184,211,977,0.3861380246203132
185,961,685,-0.16918731993969005
186,19,767,0.21363027219426203
187,774,2708,0.7241767606065633
188,33,998,-0.813699674125643
189,0,48,1.0086717942728747
190,1666,1310,0.17505266597243985
191,574,2988,-0.7600366099450832
192,1809,3089,0.0855036985046668
193,1545,2563,1.7284087994020239
194,1523,1568,-2.260847261777857
195,1922,1303,0.6828069495939555
196,1349,2770,-1.0708057740939527
197,1379,2269,-1.3415254002572161
198,1272,1949,0.7413214089397203
199,2469,3793,0.6346128849129979
200,612,40,-1.4546181549572177
201,130,889,-0.6895303323946019
202,55,1431,1.08560791569409
203,747,509,-1.229846712951768
204,1409,950,0.40190143752115226
205,854,1472,-5.7953229639583254e-05
206,862,794,1.4486546819835118
207,565,35,0.777996952221998
208,1631,2558,-0.4389454153881229
209,937,3742,0.445188997745704
210,1377,1927,0.38211341405500926
211,1409,848,-1.6529819063658058
212,203,3059,-0.6673284120309567
213,1841,379,0.3956801045122361
214,0,41,-0.049198462866025534
215,1320,1461,-2.9965954342804606
216,343,2731,0.5052518529119947
217,1612,2113,0.5700982990836224
218,2563,3133,-0.38873517356175064
219,2536,2775,0.7794704805833833
220,240,345,-1.4684087994018986
221,2283,1302,0.8958945113768203
222,1274,231,-1.8428194245175988
223,161,2740,-0.45617246202138184
224,1493,3278,-0.5352643936489195
225,926,240,0.49444195477434966
226,781,861,0.8542749861445853
227,937,534,0.9839086190172528
228,857,784,-0.8144531497754526
229,1411,3428,-0.27383336612578385
230,1174,2794,-1.603040247381546
231,1273,2230,-0.8750720269962392
232,858,3692,-0.5570635393728502
233,2524,357,0.7944757266063791
234,723,511,-0.6891877272040747
235,1368,1052,-1.6208540402116705
236,1908,2983,-0.9195129768679275
237,287,2792,1.0446145628815209
238,2346,2103,0.9201357763010439
239,872,3002,-0.0005342006059335186
240,2451,159,0.820664707096186
241,2068,3644,0.38363988896824813
242,209,3023,0.5401934117280873
243,1147,2621,1.386041858982948
244,30,908,0.04236347964347183
245,100,2387,0.8034678343597063
246,2088,2598,-0.07842909964685771
247,842,610,-0.733947701154352
248,666,2624,-0.9393815169244256
249,899,1125,1.1037917929631953
250,1943,1007,-1.7116475610539275
251,64,1771,0.1505403785190722
252,611,2896,0.3059364008062193
253,921,2209,0.6501365959695091
254,592,2000,-0.43648908808328546
255,2043,575,-1.1474999483718342
256,620,444,-1.174996090052026
257,2142,5,-0.8745320226496768
258,842,1161,-0.5508193295880571
259,1001,810,1.865300594128691
260,2443,931,-0.02584068250541371
261,1880,1494,2.1387834033663125
262,79,1976,0.012212101406357492
263,1586,3513,-1.8834727812422416
264,54,1170,-0.39387045916581753
265,2202,1520,0.950156874538736
266,1377,3189,0.06675014819593773
267,933,230,0.32549104978033117
268,152,675,-0.44070166553557816
269,2277,3053,0.3197237918575346
270,49,200,-0.03991103790590574
271,229,452,-1.2367600316806122
272,2346,3432,2.396615773671162
273,116,2656,0.07862005201435221
274,755,548,1.8477334935558174
275,9,529,0.7787538519299827
276,1188,2978,-0.0672077874704198
277,2006,3474,0.004557584943331086
278,1826,2768,0.10918470254576061
279,1837,1471,-1.3391588303460127
280,2043,1374,-0.7944961151257308
281,1002,1520,0.4947851398962613
282,234,337,0.5663013455203709
283,1215,357,-2.1005098368847466
284,368,362,0.3188267884033049
285,584,2792,0.017383484978928585
286,1974,2081,-0.2094213965865029
287,665,1883,-0.8889902978210985
288,764,124,-0.42642554643159314
289,1606,3300,0.7038257430877533
290,1591,104,0.583340741725889
291,1228,2332,-0.533859063414391
292,986,22,0.8648414778063549
293,1167,1127,-0.7242435311855654
294,1188,585,0.738633991104337
295,1899,591,-1.7547068024292327
296,755,281,-1.0864253181980135
297,1325,3287,-0.9336722691907835
298,723,568,-0.36244817980606403
299,2302,2385,-1.121421842723094
300,691,365,1.212615305678118
301,2257,2261,-2.194790959057925
302,130,1671,1.1955149032264005
303,1562,891,-0.5348316874570435
304,597,2835,-0.4115875403357928
305,1851,3560,-0.5930917477661845
306,2181,923,0.29241283791528017
307,262,1266,0.385556896954492
308,968,482,0.16729265852044284
309,384,171,1.1826590419137522
310,2096,2515,-1.6325970797746174
311,243,103,0.5081152980673629
312,492,2941,0.5464340616135459
313,2516,415,-1.6806411697187649
314,1396,1667,1.158235913047028
315,1025,2236,2.1318569095999993
316,1063,2636,0.18117123717113925
317,804,205,0.7749927060079173
318,415,1780,-0.33835453276301436
319,701,1786,-0.43278532549616006
320,211,3204,-1.2854486942523051
321,1934,5,0.34565771216938684
322,1853,3344,-0.45364065772125345
323,176,1135,-0.8387169135026674
324,2517,2384,0.19272164598718092
325,2088,1707,-0.9797964865444113
326,46,1474,1.6882955006462612
327,2092,1045,0.9452461108614894
328,556,2721,1.0304890344347228
329,490,3126,1.4809321817533216
330,682,1457,2.7049622947662884
331,1361,1309,-0.05033221441038733
332,787,718,-1.0266621927416166
333,620,985,-0.5387617984045417
334,1421,827,0.009986070926831764
335,2535,1958,-0.46106016106237935
336,192,2893,-0.3276169766598814
337,1179,3138,-0.7343827919956937
338,987,1952,1.4748784618678323
339,1583,2696,-0.0036323883234904686
340,769,1533,1.4918767354090605
341,65,1572,0.48362895924873534
342,1341,3664,-0.361552468167283
343,928,2956,-0.11424608144155524
344,1295,1986,-0.09774161712036192
345,64,1815,-1.0304351654364727
346,920,74,0.006314393531790442
347,955,529,-0.9440341573405847
348,389,2024,0.4894827957630382
349,1669,31,-0.6799737286119159
350,1887,898,-1.515378265698549
351,937,183,-0.539981948400808
352,464,3039,-0.8160630784580243
353,2339,1858,0.6526204933617439
354,333,98,1.09071917264393
355,133,2782,-0.8191623932707525
356,202,1548,-0.5927685530846972
357,33,1076,1.0072846924502872
358,1581,1009,0.7456160147263589
359,2009,3013,0.397698895806946
360,209,3193,1.2718008947602342
361,1854,1449,1.2121338663692574
362,1812,3643,-2.144088925651431
363,43,18,0.32019153173971465
364,1800,1908,0.5641354703728156
365,2436,2086,-0.520421547875736
366,987,84,0.18157976487534527
367,43,1424,2.826815992440391
368,379,2097,-0.6312910599812225
369,43,957,0.07020348902701122
370,765,687,-0.8241105919801558
371,94,2185,1.1556342816354483
372,699,98,0.8633245586885206
373,1977,727,0.12075291260256495
374,1265,2559,-0.3940147361151501
375,2158,740,1.5734056626990929
376,43,50,-1.0424991362838252
377,103,2069,0.810077551874609
378,90,1573,-2.8814664157311904
379,1525,2670,1.2097385377895693
380,2064,1873,0.6332103420181965
381,211,1905,0.6824052331568068
382,419,2850,1.3854912699582953
383,959,1167,-0.6066240372407925
384,108,1937,-1.1458643584894308
385,855,1160,0.7226314162510544
386,405,335,0.6897177779929057
387,1990,2476,-1.1033083804842436
388,99,308,-1.6464910918144298
389,409,1954,-0.38815143601722324
390,449,3098,1.1899660812517796
391,1372,1250,-0.03308257196282905
392,268,2092,-0.13699367652037947
393,31,504,0.7774291388282848
394,1313,3165,-1.926407115546688
395,324,3505,0.5209779682992183
396,354,3547,-1.608144753599108
397,1174,412,0.49208843424958315
398,77,1958,0.41262445514437385
399,1702,679,0.34339086421821613
400,1281,2155,0.3347699855795428
401,821,3707,0.4020628907992902
402,1364,1400,-1.4121317608787092
403,2292,3269,0.8613770720310561
404,607,101,0.4438251155309752
405,322,2989,0.01593454722530342
406,112,2626,0.15692061815930258
407,1578,1623,0.2875223007480068
408,904,2893,0.30838712857056655
409,608,2294,-0.7700732608413389
410,1355,364,-2.037530239842446
411,403,2286,-1.5112502875184795
412,1505,309,0.9240501573513139
413,996,643,1.704808323064769
414,1944,2353,0.1939384685454292
415,1290,2193,0.6333797648133264
416,755,997,1.4262384381809772
417,242,1081,0.3577011438590064
418,1581,1748,-1.6758159611231793
419,354,412,1.5106740527828613
420,233,570,1.3562388605070153
421,1492,1204,0.2212555917868021
422,2247,882,0.7842008895777833
423,240,3349,-0.8437706430529509
424,1862,2753,-0.564837002556514
425,1056,3318,1.068020508455264
426,926,2875,1.6946751407055252
427,1112,982,0.2739681249871133
428,267,287,-1.098044843329351
429,1015,1676,1.2010419338041023
430,604,2582,-0.7626267446803451
431,1592,1970,-0.16758336910528027
432,2419,1818,0.24626687448114523
433,1541,2980,-0.3919394102521393
434,1529,285,0.6372389326280108
435,1210,2989,1.2107652931414699
436,306,2322,-0.6185664315727951
437,30,891,0.34444928089297533
438,2086,1998,0.3144385242370603
439,55,1412,1.1514582998456397
440,291,3310,1.1619150891770622
441,1986,3068,-0.5283700072366071
442,858,889,-0.47362501982922933
443,305,562,-0.31693094987949455
444,113,1545,0.18012163843814813
445,182,96,-0.9281295221495809
446,1064,1504,1.5400647812780421
447,744,1446,0.6487387380208244
448,1243,2308,-0.1490170632813361
449,2521,2343,-0.6542516630389734
450,1275,1861,0.2499480505488096
451,1573,2793,-1.2850798884688142
452,1440,3566,0.5900748703753613
453,1257,1549,-0.3381664607393179
454,502,1660,-0.3834702144680905
455,251,3210,-0.8161882892910013
456,42,1088,-0.574854113048689
457,1463,96,0.523502658447569
458,522,1743,-0.27796601704325136
459,1362,637,1.7046498526730345
460,1084,2403,-1.0841600666396356
461,912,126,0.02121156897716943
462,421,2468,0.04482994761708649
463,643,3510,-0.19309006512788615
464,42,1263,-0.00020360445182148918
465,758,402,0.7532432511120789
466,1038,547,-1.7619069455711918
467,2161,3077,1.1123455306452172
468,944,2417,0.008795954629126265
469,349,2445,0.7032930703342403
470,2415,1750,0.8732754931080473
471,1013,639,-0.2433133198405595
472,1947,671,-1.0370075357274924
473,810,2005,0.009402030026255606
474,194,2487,2.084545480989612
475,103,1686,-0.4179947667419603
476,1635,172,-0.10598525432435756
477,2493,2573,-0.7453586542721878
478,456,1246,-0.4612226825533483
479,1722,2042,-1.2806399768787298
480,2185,3154,0.4730713096741463
481,993,1258,1.2468977731622541
482,2299,2522,-1.0384170204491308
483,672,29,0.9436895644352057
484,1568,3062,0.7393569161246393
485,194,1427,0.2480868316949889
486,25,17,0.39804206762756233
487,837,1690,0.13695567026907765
488,864,2019,0.17591947356376422
489,831,968,-0.6119020795949967
490,1281,1324,-0.28461835041160116
491,644,1300,0.859906761718126
492,1094,1370,1.5600639998350343
493,1646,1075,-0.045620603382932265
494,2524,3274,-0.6765965456907068
495,990,1067,-0.44122128434776536
496,127,1601,-0.119623248601143
497,56,1672,0.03894941601617426
498,1186,1317,-0.2620822241403564
499,2036,1146,-0.6880572895277558
500,158,2944,0.5553699697720684
501,635,2465,-0.43785373039062736
502,1174,2774,-0.4790886276567809
503,46,1418,1.2059318084652015
504,1631,1702,-0.5903949320151112
505,2498,2296,-1.153142802158826
506,2042,767,0.25416828568063454
507,1337,2509,0.34666140212980134
508,1056,318,-1.3372472575670264
509,54,206,-1.920616293877519
510,753,3584,-0.8772801544134746
511,2529,2644,-0.748295562309737
512,171,1380,0.6816777628673206
513,381,3134,-0.5631976531946531
514,2263,2741,1.2760255601717172
515,2256,2522,1.2905333680683857
516,1174,2418,0.5626363834185368
517,863,3499,0.5677485235629639
518,1210,2755,1.4128852998579884
519,43,308,-1.9888816855214824
520,1527,3132,-0.7453690921628949
521,1556,2703,1.9601272463715238
522,1096,2816,-0.6904235110638088
523,2203,3041,1.555428777732899
524,697,1161,-0.10990134534056804
525,231,2415,-1.3386596626006209
526,2530,351,1.1271450252640687
527,659,2043,1.5355770940940816
528,380,2985,0.5618434218920251
529,485,3371,0.043488754573337264
530,979,1636,-0.2326862917188186
531,1683,2953,-0.5992349364590946
532,36,17,-0.7789773786443143
533,1847,635,0.29002722480387416
534,846,2244,0.6910465115318946
535,522,3068,1.156121013579379
536,1203,1309,-0.21664357883511337
537,478,2892,1.6437579897623762
538,511,1233,-0.4128018079764134
539,1895,1887,0.45590501901426456
540,1669,1259,-0.5315327346963087
541,2100,685,0.406747953945299
542,1658,2019,1.5937990338566048
543,343,38,0.45161963809677846
544,750,629,-0.8610247650191337
545,1631,3054,1.0025494541901256
546,368,2201,1.6617264057277685
547,2300,1953,0.10765057058469409
548,1361,2748,-0.8378258629439751
549,1565,2570,0.7255402740301206
550,1570,2299,1.1280909726901929
551,2545,2980,-1.7385431488575716
552,1404,3677,0.20327356816140604
553,1934,1193,0.26030030650902963
554,151,2493,0.3836744387706996
555,1128,890,-1.7195941412923654
556,2255,3638,-1.6935321362781095
557,1967,2384,-1.0037554751812756
558,1485,1743,-0.10280583177722659
559,1162,3003,0.20061253647555477
560,433,3307,0.002472460034944434
561,2227,3489,0.1683671374795474
562,603,2582,-1.1929718192651855
563,192,807,0.12176726652022829
564,1185,3522,-0.3735456122962735
565,1685,476,-0.6850781983099399
566,923,1122,0.828718648640623
567,1753,2633,-0.34614980606339657
568,1243,3448,0.521255842149529
569,1315,2780,0.6296149036673123
570,1540,1855,0.7031298806250783
571,542,2734,-0.797362438673413
572,117,1673,-1.272298973363374
573,174,3012,0.7735746178996743
574,1172,686,1.321092490110322
575,2331,1431,-0.9826147938012084
576,2239,2735,-0.31336241444024887
577,1601,2513,-1.240100326306267
578,1882,3501,-0.3528607185267854
579,1020,3748,0.020599261463671602
580,584,1365,-0.6752101407281739
581,1484,2671,-0.0363387250050264
582,1107,825,0.093552552519112
583,237,412,0.4520788323245733
584,135,2789,-0.45942404923690355
585,333,2214,-0.0865035239440132
586,1281,3515,0.5395743393572652
587,1815,3536,0.5283756484483174
588,1972,2288,0.7864435521933569
589,2447,3763,-1.348514405566546
590,736,3240,-1.2975376456065715
591,2221,2652,-0.0606616212647201
592,665,1782,-2.1510384996357557
593,738,494,-2.3785456405356347
594,2259,3378,-0.4620357616360126
595,155,2914,-0.36550175608774194
596,252,2974,0.10703317027734159
597,448,2145,1.170900582717794
598,913,2657,1.2049130694751995
599,876,1442,1.8195979640626423
600,164,2824,0.09920149703755446
601,1174,411,-0.7139793108806439
602,1921,3290,-0.4292368507393775
603,209,2751,0.0376940807349541
604,959,1510,0.2814246580718081
605,55,1659,2.7586363249477497
606,519,3649,0.2765494439942938
607,2478,561,-1.1690137781432504
608,392,3159,-0.7300439293097004
609,444,562,0.5249079119076469
610,737,2696,0.6147502627512046
611,2420,1671,1.084779610837113
612,192,1330,-1.0286335724787043
613,194,1850,-0.777976409984296
614,311,2399,0.24030523473626667
615,1650,2954,0.06528751195146454
616,1024,548,-1.753832461500591
617,209,1954,-0.8702443272768526
618,229,3249,-0.3846377739603286
619,2308,3325,1.207264787090349
620,973,264,1.5038171040684771
621,2095,2901,0.4765432663503577
622,44,761,-0.20278803515616592
623,2134,2859,-1.439199161966305
624,119,673,-0.2663866595418484
625,741,551,1.267656073243416
626,671,1856,0.5870431527820367
627,2470,501,0.045586084538994445
628,193,3132,-0.6042215073566867
629,251,3094,0.08686202078147114
630,6,432,0.09870063918879354
631,464,2877,0.3587797266202715
632,898,1190,-0.08365732027849859
633,938,1010,2.08069864814883
634,2257,3215,-0.6763901043011679
635,651,698,-0.07407561296570751
636,145,730,-0.7092860616834809
637,43,1140,1.0893558272426442
638,164,2371,-1.0693732935935876
639,1634,1224,0.30249357718579345
640,421,785,-0.11856103937170193
641,1360,84,0.35424894690581427
642,2470,3726,-1.2891473717111699
643,706,3728,0.5600240920101595
644,1635,3134,0.5439243174494026
645,774,1073,0.30984550470630795
646,752,1582,-1.5584333939043413
647,1451,1876,-0.23064638703069612
648,465,3577,-1.1577101287894425
649,735,705,-0.2850364511117257
650,540,3654,0.00013806344233996767
651,885,2407,0.9890841091009314
652,582,3402,-0.8422620345360164
653,105,792,0.5198471860584682
654,557,1941,0.39914913350808207
655,1364,1555,-0.37415081842704795
656,196,1285,0.6306285251553218
657,229,1863,-0.27634040552652717
658,769,1195,-0.06755135824981322
659,122,2700,-0.4443996803238559
660,1778,9,0.4007284367369601
661,1278,2094,-0.23921307030402153
662,390,2205,-0.4067338277829556
663,54,1579,-0.3457434330853356
664,941,946,-0.24240947801851848
665,816,913,0.40386133001977076
666,240,2482,-0.0769751268314751
667,1174,3275,-1.1535049803139443
668,1255,1687,-2.4424067116073305
669,783,3746,-0.10483482856907206
670,896,22,-0.4453008062044322
671,143,91,-0.9061241122563544
672,35,191,-0.06226790919090376
673,1116,913,0.31715934573378374
674,231,2692,-0.2909444386528442
675,2506,1898,-0.14767712542735548
676,479,1334,-0.956576485712737
677,224,152,1.0173550887814558
678,2088,518,-0.9448330655146611
679,969,2641,1.2095527180881471
680,2087,2059,0.005367303733820113
681,439,3620,-0.09698437429387383
682,1564,1412,-0.48616102199626204
683,2086,2102,0.937373062593801
684,179,2495,0.05710089039758642
685,1238,645,2.601476318367738
686,810,3460,-0.13200268024521414
687,26,868,0.8469141737281546
688,356,906,3.0926307945906473
689,821,1099,-5.359541552203806e-06
690,1150,2490,-1.340731506155252
691,934,931,0.6537003396640119
692,859,3765,0.26025003597323476
693,87,2168,-0.45960368573233923
694,2155,38,0.16530171493899623
695,617,1736,-1.042639338746073
696,2300,3303,1.1891494798849396
697,1872,244,-0.40818432325383847
698,158,22,0.014218710269241602
699,630,3507,0.12795106465606795
700,837,3549,0.8946068226969737
701,559,3607,-0.4843491896486678
702,77,1883,-0.43816200724535814
703,1174,3309,-0.557273639391373
704,1569,3131,-0.6064664518543225
705,1587,237,-0.7400717705515747
706,130,2730,-1.4425716600283354
707,2073,2544,1.5363542427475867
708,918,914,-0.8191533489025841
709,2317,3658,-0.06912240943950348
710,2549,183,1.1372481363392601
711,238,1493,0.13518504234062564
712,264,1648,-0.6718655994773476
713,2020,2241,1.1130365884032554
714,1313,3393,-0.30207931424072365
715,1987,196,0.3944559059716738
716,1301,2295,0.46183406027549173
717,2323,2451,0.33983392776098426
718,340,351,0.04088252538230302
719,2538,1077,-0.12297683879130644
720,1814,2700,1.4569328535763812
721,2087,2149,1.3975803185201834
722,1613,603,-0.848438812793494
723,670,1467,0.6615696713385554
724,2086,1756,0.7841390211335482
725,937,730,1.1596245973752615
726,16,368,-0.8823991119924085
727,1592,1594,0.6796553363404108
728,772,2503,-0.6230297201439529
729,291,301,0.742099328306481
730,586,3067,-0.5563033403533997
731,1919,2780,0.6059517125701341
732,1415,1780,1.6406771856202338
733,2131,2016,-0.23490696980566728
734,188,762,0.7620402020601061
735,694,1839,0.24811111396831584
736,1116,2316,-0.5361888910100775
737,1906,446,-0.574221290073268
738,2056,2680,0.9320705252969634
739,2455,3583,0.4405982802927362
740,918,486,-0.9453470965136133
741,115,2650,0.5964325315139213
742,1996,302,-0.24634812191557767
743,1411,964,1.6111991366329053
744,637,2278,-0.21743644632873152
745,188,131,1.741876321725973
746,502,1049,-0.1766599086580188
747,680,183,-0.3662797902179461
748,763,484,-0.4263940645211842
749,1186,2389,-0.5736620958654095
750,48,502,0.4448135386796773
751,2201,3706,0.8800252232906338
752,1022,1531,1.066794271480881
753,566,2021,-1.1353400501128978
754,423,2840,-0.6604091258255
755,1865,1793,0.4969837215909875
756,832,3627,-0.3455159782413023
757,43,1412,-0.9685396173432015
758,685,150,-0.12377173517609436
759,456,2446,0.6013573792711785
760,1269,3362,0.5401279966646543
761,1371,202,0.33274445287997406
762,84,2035,-0.052893725467660184
763,410,170,0.49376143190343824
764,145,612,-1.08006328159075
765,626,2958,-0.47517459741440926
766,1551,3594,-1.2909617763276982
767,846,1517,-0.5460775224749761
768,914,1235,1.0244244078443268
769,230,3258,0.5319388971770262
770,772,3283,1.194427602395409
771,222,1604,0.7124563269642178
772,523,131,0.43813697261536055
773,475,112,-0.8039471942763647
774,103,2463,-1.288522208422339
775,2327,1189,-0.43851670325775044
776,1176,1501,0.9304260051187517
777,36,1144,-0.038687666949742974
778,181,1221,0.6083518596127522
779,809,3142,0.6440195895859206
780,2135,2365,-0.14544989332058428
781,2339,2543,0.5210689362074181
782,917,3360,-0.5997652830201641
783,2283,3038,-0.7751553221058467
784,369,676,-0.07178516847662353
785,808,70,-1.5973981370305217
786,1686,1336,-0.20183648120583117
787,344,2898,-2.2394162627277248
788,1307,3625,0.7190618665006565
789,1584,1441,-0.046817714631797666
790,536,605,-0.6258393986107952
791,195,3146,0.16171824663491804
792,787,2954,-0.6418995777163684
793,435,2669,-1.5742041097721613
794,355,2179,-0.06195368324924246
795,1896,1700,0.5425158732850686
796,624,1481,0.6474678111372715
797,2464,665,-0.10759682624339018
798,243,769,0.6790960649535998
799,107,2468,-1.0852228659937913
800,2474,1826,0.08010529629734822
801,1249,2591,0.5309880564007678
802,589,2097,0.1307559360907118
803,1996,94,0.5344333915226441
804,43,99,-0.25411548642505577
805,279,830,2.3215408982952486
806,1478,3391,-0.5427290451261035
807,1004,3495,1.9684145951464793
808,0,52,-0.3327927021967679
809,1485,2795,1.5506965429863582
810,805,1986,1.1387545668265864
811,594,2846,0.017712964681332526
812,155,2575,-0.09311573866794602
813,796,1437,1.5093694642871252
814,877,1240,-1.124978536351114
815,964,1260,-0.36367905467906064
816,2303,1421,0.24912654993597647
817,1084,1627,1.033318690514603
818,932,1604,0.03353433303232643
819,1904,1183,-0.3587202233281793
820,2308,406,0.3495645915545102
821,566,833,0.3158256668987847
822,359,2530,-0.9530513570091177
823,649,2457,-0.5926097651841913
824,2368,2503,3.0142872217785324
825,992,928,-0.9214813933007816
826,1704,3492,-1.4160389119631707
827,369,1422,0.8695526982908147
828,231,2142,-0.03483435095489403
829,2405,524,-0.3514365908963484
830,465,2287,-0.12815766882348179
831,1190,3139,0.7645958523642914
832,164,1796,-0.6398421166992263
833,1272,2965,-0.34564679742371857
834,502,1412,-0.6176884939948654
835,2343,409,1.7530914930386379
836,242,1837,0.6989477242631901
837,1931,22,0.4528495023680275
838,153,2908,0.7656338076692911
839,1429,1822,-1.9235899203863225
840,2496,2650,0.9265365977761064
841,2306,132,1.6036991565100511
842,566,3364,-1.0295784172580567
843,704,2095,-0.23169309838279384
844,90,2228,-0.918654655920196
